`inqire_ym`|`ctprvn_nm`|`signgu_nm`|`emd_nm`|`managt_cnt`|`ldadng_dt`
`201602`|`서울특별시`|`서울특별시 은평구`|`서울특별시 은평구청`|`6`|`2017-11-21 16:45:55`
`201602`|`서울특별시`|`서울특별시 종로구`|`서울특별시 종로구청`|`17`|`2017-11-21 16:45:55`
`201602`|`서울특별시`|`서울특별시 중구`|`서울특별시 중구청`|`3`|`2017-11-21 16:45:55`
`201602`|`서울특별시`|`서울특별시 중랑구`|`서울특별시 중랑구청`|`11`|`2017-11-21 16:45:55`
`201602`|`서울특별시`|`재외국민 가족관계등록사무소`|`재외국민 가족관계등록사무소`|`306`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 강남구`|`서울특별시 강남구청`|`24`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 강동구`|`서울특별시 강동구청`|`5`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 강북구`|`서울특별시 강북구청`|`13`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 강서구`|`서울특별시 강서구청`|`14`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 관악구`|`서울특별시 관악구청`|`13`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 광진구`|`서울특별시 광진구청`|`14`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 구로구`|`서울특별시 구로구청`|`20`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 금천구`|`서울특별시 금천구청`|`14`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 노원구`|`서울특별시 노원구청`|`8`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 도봉구`|`서울특별시 도봉구청`|`11`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 동대문구`|`서울특별시 동대문구청`|`14`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 동작구`|`서울특별시 동작구청`|`15`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 마포구`|`서울특별시 마포구청`|`12`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 서대문구`|`서울특별시 서대문구청`|`9`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 서초구`|`서울특별시 서초구청`|`19`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 성동구`|`서울특별시 성동구청`|`7`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 성북구`|`서울특별시 성북구청`|`9`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 송파구`|`서울특별시 송파구청`|`16`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 양천구`|`서울특별시 양천구청`|`4`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 영등포구`|`서울특별시 영등포구청`|`20`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 용산구`|`서울특별시 용산구청`|`11`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 은평구`|`서울특별시 은평구청`|`15`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 종로구`|`서울특별시 종로구청`|`15`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 중구`|`서울특별시 중구청`|`6`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`서울특별시 중랑구`|`서울특별시 중랑구청`|`7`|`2017-11-21 16:45:55`
`201603`|`서울특별시`|`재외국민 가족관계등록사무소`|`재외국민 가족관계등록사무소`|`330`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 강남구`|`서울특별시 강남구청`|`16`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 강동구`|`서울특별시 강동구청`|`7`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 강북구`|`서울특별시 강북구청`|`9`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 강서구`|`서울특별시 강서구청`|`23`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 관악구`|`서울특별시 관악구청`|`7`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 광진구`|`서울특별시 광진구청`|`7`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 구로구`|`서울특별시 구로구청`|`16`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 금천구`|`서울특별시 금천구청`|`8`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 노원구`|`서울특별시 노원구청`|`8`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 도봉구`|`서울특별시 도봉구청`|`9`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 동대문구`|`서울특별시 동대문구청`|`12`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 동작구`|`서울특별시 동작구청`|`11`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 마포구`|`서울특별시 마포구청`|`15`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 서대문구`|`서울특별시 서대문구청`|`7`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 서초구`|`서울특별시 서초구청`|`14`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 성동구`|`서울특별시 성동구청`|`11`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 성북구`|`서울특별시 성북구청`|`7`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 송파구`|`서울특별시 송파구청`|`17`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 양천구`|`서울특별시 양천구청`|`17`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 영등포구`|`서울특별시 영등포구청`|`11`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 용산구`|`서울특별시 용산구청`|`25`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 은평구`|`서울특별시 은평구청`|`9`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 종로구`|`서울특별시 종로구청`|`20`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 중구`|`서울특별시 중구청`|`5`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`서울특별시 중랑구`|`서울특별시 중랑구청`|`15`|`2017-11-21 16:45:55`
`201604`|`서울특별시`|`재외국민 가족관계등록사무소`|`재외국민 가족관계등록사무소`|`307`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 강남구`|`서울특별시 강남구청`|`18`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 강동구`|`서울특별시 강동구청`|`6`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 강북구`|`서울특별시 강북구청`|`6`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 강서구`|`서울특별시 강서구청`|`19`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 관악구`|`서울특별시 관악구청`|`14`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 광진구`|`서울특별시 광진구청`|`12`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 구로구`|`서울특별시 구로구청`|`24`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 금천구`|`서울특별시 금천구청`|`8`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 노원구`|`서울특별시 노원구청`|`5`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 도봉구`|`서울특별시 도봉구청`|`9`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 동대문구`|`서울특별시 동대문구청`|`6`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 동작구`|`서울특별시 동작구청`|`8`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 마포구`|`서울특별시 마포구청`|`17`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 서대문구`|`서울특별시 서대문구청`|`13`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 서초구`|`서울특별시 서초구청`|`22`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 성동구`|`서울특별시 성동구청`|`10`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 성북구`|`서울특별시 성북구청`|`11`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 송파구`|`서울특별시 송파구청`|`24`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 양천구`|`서울특별시 양천구청`|`16`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 영등포구`|`서울특별시 영등포구청`|`24`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 용산구`|`서울특별시 용산구청`|`18`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 은평구`|`서울특별시 은평구청`|`12`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 종로구`|`서울특별시 종로구청`|`8`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 중구`|`서울특별시 중구청`|`8`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`서울특별시 중랑구`|`서울특별시 중랑구청`|`8`|`2017-11-21 16:45:55`
`201605`|`서울특별시`|`재외국민 가족관계등록사무소`|`재외국민 가족관계등록사무소`|`289`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 강남구`|`서울특별시 강남구청`|`18`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 강동구`|`서울특별시 강동구청`|`11`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 강북구`|`서울특별시 강북구청`|`8`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 강서구`|`서울특별시 강서구청`|`9`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 관악구`|`서울특별시 관악구청`|`13`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 광진구`|`서울특별시 광진구청`|`6`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 구로구`|`서울특별시 구로구청`|`24`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 금천구`|`서울특별시 금천구청`|`11`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 노원구`|`서울특별시 노원구청`|`23`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 도봉구`|`서울특별시 도봉구청`|`5`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 동대문구`|`서울특별시 동대문구청`|`7`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 동작구`|`서울특별시 동작구청`|`10`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 마포구`|`서울특별시 마포구청`|`12`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 서대문구`|`서울특별시 서대문구청`|`11`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 서초구`|`서울특별시 서초구청`|`23`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 성동구`|`서울특별시 성동구청`|`10`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 성북구`|`서울특별시 성북구청`|`10`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 송파구`|`서울특별시 송파구청`|`16`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 양천구`|`서울특별시 양천구청`|`7`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 영등포구`|`서울특별시 영등포구청`|`19`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 용산구`|`서울특별시 용산구청`|`11`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 은평구`|`서울특별시 은평구청`|`15`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 종로구`|`서울특별시 종로구청`|`7`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 중구`|`서울특별시 중구청`|`7`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`서울특별시 중랑구`|`서울특별시 중랑구청`|`14`|`2017-11-21 16:45:55`
`201606`|`서울특별시`|`재외국민 가족관계등록사무소`|`재외국민 가족관계등록사무소`|`329`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 강남구`|`서울특별시 강남구청`|`14`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 강동구`|`서울특별시 강동구청`|`11`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 강북구`|`서울특별시 강북구청`|`13`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 강서구`|`서울특별시 강서구청`|`13`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 관악구`|`서울특별시 관악구청`|`28`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 광진구`|`서울특별시 광진구청`|`15`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 구로구`|`서울특별시 구로구청`|`18`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 금천구`|`서울특별시 금천구청`|`12`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 노원구`|`서울특별시 노원구청`|`8`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 도봉구`|`서울특별시 도봉구청`|`12`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 동대문구`|`서울특별시 동대문구청`|`8`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 동작구`|`서울특별시 동작구청`|`9`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 마포구`|`서울특별시 마포구청`|`14`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 서대문구`|`서울특별시 서대문구청`|`12`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 서초구`|`서울특별시 서초구청`|`19`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 성동구`|`서울특별시 성동구청`|`9`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 성북구`|`서울특별시 성북구청`|`13`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 송파구`|`서울특별시 송파구청`|`8`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 양천구`|`서울특별시 양천구청`|`16`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 영등포구`|`서울특별시 영등포구청`|`17`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 용산구`|`서울특별시 용산구청`|`19`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 은평구`|`서울특별시 은평구청`|`10`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 종로구`|`서울특별시 종로구청`|`9`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 중구`|`서울특별시 중구청`|`9`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`서울특별시 중랑구`|`서울특별시 중랑구청`|`4`|`2017-11-21 16:45:55`
`201607`|`서울특별시`|`재외국민 가족관계등록사무소`|`재외국민 가족관계등록사무소`|`304`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 강남구`|`서울특별시 강남구청`|`20`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 강동구`|`서울특별시 강동구청`|`7`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 강북구`|`서울특별시 강북구청`|`10`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 강서구`|`서울특별시 강서구청`|`22`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 관악구`|`서울특별시 관악구청`|`8`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 광진구`|`서울특별시 광진구청`|`9`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 구로구`|`서울특별시 구로구청`|`22`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 금천구`|`서울특별시 금천구청`|`9`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 노원구`|`서울특별시 노원구청`|`10`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 도봉구`|`서울특별시 도봉구청`|`7`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 동대문구`|`서울특별시 동대문구청`|`4`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 동작구`|`서울특별시 동작구청`|`9`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 마포구`|`서울특별시 마포구청`|`18`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 서대문구`|`서울특별시 서대문구청`|`6`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 서초구`|`서울특별시 서초구청`|`17`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 성동구`|`서울특별시 성동구청`|`11`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 성북구`|`서울특별시 성북구청`|`9`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 송파구`|`서울특별시 송파구청`|`21`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 양천구`|`서울특별시 양천구청`|`11`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 영등포구`|`서울특별시 영등포구청`|`18`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 용산구`|`서울특별시 용산구청`|`14`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 은평구`|`서울특별시 은평구청`|`21`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 종로구`|`서울특별시 종로구청`|`9`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 중구`|`서울특별시 중구청`|`8`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`서울특별시 중랑구`|`서울특별시 중랑구청`|`6`|`2017-11-21 16:45:55`
`201608`|`서울특별시`|`재외국민 가족관계등록사무소`|`재외국민 가족관계등록사무소`|`337`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 강남구`|`서울특별시 강남구청`|`19`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 강동구`|`서울특별시 강동구청`|`15`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 강북구`|`서울특별시 강북구청`|`7`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 강서구`|`서울특별시 강서구청`|`27`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 관악구`|`서울특별시 관악구청`|`18`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 광진구`|`서울특별시 광진구청`|`9`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 구로구`|`서울특별시 구로구청`|`17`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 금천구`|`서울특별시 금천구청`|`7`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 노원구`|`서울특별시 노원구청`|`10`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 도봉구`|`서울특별시 도봉구청`|`4`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 동대문구`|`서울특별시 동대문구청`|`8`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 동작구`|`서울특별시 동작구청`|`10`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 마포구`|`서울특별시 마포구청`|`16`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 서대문구`|`서울특별시 서대문구청`|`22`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 서초구`|`서울특별시 서초구청`|`15`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 성동구`|`서울특별시 성동구청`|`12`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 성북구`|`서울특별시 성북구청`|`12`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 송파구`|`서울특별시 송파구청`|`17`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 양천구`|`서울특별시 양천구청`|`16`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 영등포구`|`서울특별시 영등포구청`|`14`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 용산구`|`서울특별시 용산구청`|`17`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 은평구`|`서울특별시 은평구청`|`12`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 종로구`|`서울특별시 종로구청`|`13`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 중구`|`서울특별시 중구청`|`5`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`서울특별시 중랑구`|`서울특별시 중랑구청`|`9`|`2017-11-21 16:45:55`
`201609`|`서울특별시`|`재외국민 가족관계등록사무소`|`재외국민 가족관계등록사무소`|`323`|`2017-11-21 16:45:55`
`201610`|`서울특별시`|`서울특별시 강남구`|`서울특별시 강남구청`|`17`|`2017-11-21 16:45:55`
`201610`|`서울특별시`|`서울특별시 강동구`|`서울특별시 강동구청`|`8`|`2017-11-21 16:45:55`
`201610`|`서울특별시`|`서울특별시 강북구`|`서울특별시 강북구청`|`9`|`2017-11-21 16:45:55`
`201610`|`서울특별시`|`서울특별시 강서구`|`서울특별시 강서구청`|`16`|`2017-11-21 16:45:55`
`201610`|`서울특별시`|`서울특별시 관악구`|`서울특별시 관악구청`|`10`|`2017-11-21 16:45:55`
`201610`|`서울특별시`|`서울특별시 광진구`|`서울특별시 광진구청`|`14`|`2017-11-21 16:45:55`
