"동별(1)",동별(2),동별(3),2021,2021,2021,2021,2021,2021,2021,2021,2021
"동별(1)",동별(2),동별(3),합계,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 취득한 자,외국인주민 자녀(출생)
"동별(1)",동별(2),동별(3),소계,소계,외국인근로자,결혼이민자,유학생,외국국적동포,기타외국인,소계,소계
"합계",구로구,소계,52433,42886,8544,2631,517,18508,12686,7142,2405
"합계",구로구,신도림동,658,461,49,85,23,131,173,86,111
"합계",구로구,구로1동,354,221,9,59,11,60,82,61,72
"합계",구로구,구로3동,3650,2874,484,199,48,1245,898,586,190
"합계",구로구,구로4동,8677,7336,1520,352,38,3375,2051,1101,240
"합계",구로구,구로5동,5639,4674,889,243,70,2086,1386,779,186
"합계",구로구,고척1동,704,521,46,51,82,157,185,114,69
"합계",구로구,고척2동,1306,933,124,101,9,443,256,240,133
"합계",구로구,개봉2동,1093,732,74,81,13,288,276,245,116
"합계",구로구,개봉3동,943,644,69,77,10,263,225,199,100
"합계",구로구,오류1동,1429,1055,167,116,35,441,296,261,113
"합계",구로구,수궁동,812,521,71,75,*,202,169,186,105
"합계",구로구,가리봉동,7833,7177,2166,265,27,3135,1584,574,82
"합계",구로구,구로2동,15249,13172,2565,558,67,5589,4393,1772,305
"합계",구로구,개봉1동,1949,1408,189,151,58,625,385,353,188
"합계",구로구,오류2동,1707,993,115,150,5,444,279,455,259
"합계",구로구,항동,430,164,7,68,17,24,48,130,136
"합계",금천구,소계,30878,25207,5166,1717,255,11248,6821,4151,1520
"합계",금천구,가산동,4979,4437,1139,176,111,1910,1101,432,110
"합계",금천구,독산1동,3850,3088,673,252,50,1287,826,546,216
"합계",금천구,독산2동,3337,2758,555,199,20,1251,733,426,153
"합계",금천구,독산3동,7431,6211,1319,355,30,2856,1651,974,246
"합계",금천구,독산4동,3598,3009,575,176,8,1430,820,453,136
"합계",금천구,시흥1동,3922,3186,558,220,18,1506,884,539,197
"합계",금천구,시흥2동,352,161,15,50,*,46,49,108,83
"합계",금천구,시흥3동,389,244,34,44,8,77,81,80,65
"합계",금천구,시흥4동,1651,1155,159,138,5,485,368,323,173
"합계",금천구,시흥5동,1369,958,139,107,*,400,308,270,141
"합계",영등포구,소계,50999,43342,8829,2381,539,19528,12065,5874,1783
"합계",영등포구,여의도동,718,604,46,78,5,248,227,22,92
"합계",영등포구,당산1동,791,632,98,74,13,252,195,103,56
"합계",영등포구,당산2동,832,663,82,76,84,213,208,94,75
"합계",영등포구,양평1동,527,429,85,51,21,107,165,45,53
"합계",영등포구,양평2동,401,297,60,61,17,73,86,40,64
